# INaturalist Research-grade observations of plants in the Holosiiv forest area (aprox.), as of 13.03.2024
# GBIF.org (13 March 2024) GBIF Occurrence Download https://doi.org/10.15468/dl.7nrymj
#---------------------------------------------------------------------------------------------------------
gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3961012834	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140098234	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris filix-mas		SPECIES	Dryopteris filix-mas (L.) Schott	Dryopteris filix-mas		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.37686	30.49851	5.0						2022-10-26T13:58	26	10	2022	5275132	5275132	HUMAN_OBSERVATION	iNaturalist	Observations	140098234		Andrii Churilov	2022-10-26T21:37:29	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:12:40.119Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3961011861	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140093642	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	Sambucus nigra		SPECIES	Sambucus nigra L.	Sambucus nigra		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.379288	30.498593	5.0						2022-10-26T13:18	26	10	2022	2888728	2888728	HUMAN_OBSERVATION	iNaturalist	Observations	140093642		Andrii Churilov	2022-10-26T20:44:38	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:16:13.464Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3961004888	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140095749	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer platanoides		SPECIES	Acer platanoides L.	Acer platanoides		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.379616	30.499098	4.0						2022-10-26T13:26	26	10	2022	3189846	3189846	HUMAN_OBSERVATION	iNaturalist	Observations	140095749		Andrii Churilov	2022-10-26T21:08:17	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T22:47:37.217Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3961000851	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140098238	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	Pulmonaria obscura		SPECIES	Pulmonaria obscura Dumort.	Pulmonaria obscura		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.376952	30.498372	5.0						2022-10-26T14:00	26	10	2022	5439925	5439925	HUMAN_OBSERVATION	iNaturalist	Observations	140098238		Andrii Churilov	2022-10-26T21:37:30	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T22:48:36.625Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3960997840	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140095746	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae	Orthodicranum	Orthodicranum montanum		SPECIES	Dicranum montanum Hedw.	Dicranum montanum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.379539	30.499057	5.0						2022-10-26T13:25	26	10	2022	2675428	4278746	HUMAN_OBSERVATION	iNaturalist	Observations	140095746		Stefan Gey	2022-10-27T06:32:31	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:12:11.197Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3960995827	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140096776	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	Lamium galeobdolon		SPECIES	Lamium galeobdolon (L.) L.	Lamium galeobdolon		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.377279	30.49835	5.0						2022-10-26T13:56	26	10	2022	2927324	2927324	HUMAN_OBSERVATION	iNaturalist	Observations	140096776		Andrii Churilov	2022-10-26T21:20:54	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:12:11.226Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3960981826	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140096770	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.37757	30.498082	5.0						2022-10-26T13:53	26	10	2022	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	140096770		Andrii Churilov	2022-10-26T21:20:53	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:15:24.599Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3960974864	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140096762	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium robertianum		SPECIES	Geranium robertianum L.	Geranium robertianum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.377822	30.497879	5.0						2022-10-26T13:51	26	10	2022	2890668	2890668	HUMAN_OBSERVATION	iNaturalist	Observations	140096762		Andrii Churilov	2022-10-26T21:20:51	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:16:13.545Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3960974857	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140088259	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Hypnum	Hypnum cupressiforme		SPECIES	Hypnum cupressiforme Hedw.	Hypnum cupressiforme		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.379506	30.498396	5.0						2022-10-26T13:11	26	10	2022	2681972	2681972	HUMAN_OBSERVATION	iNaturalist	Observations	140088259		Andrii Churilov	2022-10-26T19:47:40	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:21:52.035Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3960973859	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140098228	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Hypnum	Hypnum cupressiforme		SPECIES	Hypnum cupressiforme Hedw.	Hypnum cupressiforme		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.377189	30.498587	5.0						2022-10-26T13:57	26	10	2022	2681972	2681972	HUMAN_OBSERVATION	iNaturalist	Observations	140098228		Andrii Churilov	2022-10-26T21:37:28	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:22:32.308Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3960972842	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/140093645	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	Pulmonaria obscura		SPECIES	Pulmonaria obscura Dumort.	Pulmonaria obscura		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.379305	30.498793	5.0						2022-10-26T13:19	26	10	2022	5439925	5439925	HUMAN_OBSERVATION	iNaturalist	Observations	140093645		Andrii Churilov	2022-10-26T20:44:39	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:13:02.629Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947830053	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331015	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris filix-mas		SPECIES	Dryopteris filix-mas (L.) Schott	Dryopteris filix-mas		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.381532	30.512516	8.0						2022-10-19T16:02	19	10	2022	5275132	5275132	HUMAN_OBSERVATION	iNaturalist	Observations	139331015		Andrii Churilov	2022-10-19T14:24:07	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:43:05.563Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947829017	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139328982	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	Lamium galeobdolon		SPECIES	Lamium galeobdolon (L.) L.	Lamium galeobdolon		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.382692	30.505694	4.0						2022-10-19T15:04	19	10	2022	2927324	2927324	HUMAN_OBSERVATION	iNaturalist	Observations	139328982		Andrii Churilov	2022-10-19T13:59:10	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:53:10.251Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947820146	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139329846	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex remota		SPECIES	Carex remota L.	Carex remota		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.384704	30.507816	8.0						2022-10-19T15:22	19	10	2022	2727294	2727294	HUMAN_OBSERVATION	iNaturalist	Observations	139329846		Andrii Churilov	2022-10-19T14:10:31	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:42:55.743Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947818094	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139328976	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.382633	30.506035	8.0						2022-10-19T15:01	19	10	2022	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	139328976		Andrii Churilov	2022-10-19T13:59:08	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:44:54.267Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947786132	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331847	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago canadensis		SPECIES	Solidago canadensis L.	Solidago canadensis		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.379341	30.513649	8.0						2022-10-19T16:19	19	10	2022	5389029	5389029	HUMAN_OBSERVATION	iNaturalist	Observations	139331847		Andrii Churilov	2022-10-19T14:32:20	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:45:21.166Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947772017	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331830	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys sylvatica		SPECIES	Stachys sylvatica L.	Stachys sylvatica		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.381197	30.514182	5.0						2022-10-19T16:04	19	10	2022	2927282	2927282	HUMAN_OBSERVATION	iNaturalist	Observations	139331830		Andrii Churilov	2022-10-19T14:32:16	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:34:32.608Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947769047	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139329837	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	Lamium maculatum		SPECIES	Lamium maculatum (L.) L.	Lamium maculatum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.385188	30.508052	10.0						2022-10-19T15:16	19	10	2022	2926684	2926684	HUMAN_OBSERVATION	iNaturalist	Observations	139329837		Andrii Churilov	2022-10-19T14:10:28	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:45:20.872Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947768061	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139328980	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium odoratum		SPECIES	Galium odoratum (L.) Scop.	Galium odoratum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.382674	30.505931	4.0						2022-10-19T15:01	19	10	2022	2914642	2914642	HUMAN_OBSERVATION	iNaturalist	Observations	139328980		Andrii Churilov	2022-10-19T13:59:09	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:34:32.227Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947751063	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139328975	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	Lamium galeobdolon		SPECIES	Lamium galeobdolon (L.) L.	Lamium galeobdolon		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.382462	30.506085	4.0						2022-10-19T15:00	19	10	2022	2927324	2927324	HUMAN_OBSERVATION	iNaturalist	Observations	139328975		Andrii Churilov	2022-10-19T13:59:08	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:47:13.965Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947701497	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/95451855	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Elsholtzia	Elsholtzia ciliata		SPECIES	Elsholtzia ciliata (Thunb.) Hyl.	Elsholtzia ciliata		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380503	30.498779							2021-09-17T16:45	17	9	2021	2927075	2927075	HUMAN_OBSERVATION	iNaturalist	Observations	95451855		Andrii Churilov	2021-09-19T20:44:13	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:37:36.247Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947684012	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139332505	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium robertianum		SPECIES	Geranium robertianum L.	Geranium robertianum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380223	30.511196	15.0						2022-10-19T16:23	19	10	2022	2890668	2890668	HUMAN_OBSERVATION	iNaturalist	Observations	139332505		Andrii Churilov	2022-10-19T14:40:19	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:53:00.615Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947640020	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331833	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	Lamium galeobdolon		SPECIES	Lamium galeobdolon (L.) L.	Lamium galeobdolon		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380989	30.514247	15.0						2022-10-19T16:04	19	10	2022	2927324	2927324	HUMAN_OBSERVATION	iNaturalist	Observations	139331833		Andrii Churilov	2022-10-19T14:32:17	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:32:49.940Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947614045	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139329844	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca	Phytolacca acinosa		SPECIES	Phytolacca acinosa Roxb.	Phytolacca acinosa		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.384796	30.507678	8.0						2022-10-19T15:21	19	10	2022	3084022	3084022	HUMAN_OBSERVATION	iNaturalist	Observations	139329844		Andrii Churilov	2022-10-19T14:10:30	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:47:58.895Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947594006	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331845	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum aromaticum		SPECIES	Chaerophyllum aromaticum L.	Chaerophyllum aromaticum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380477	30.514126	15.0						2022-10-19T16:14	19	10	2022	3642608	3642608	HUMAN_OBSERVATION	iNaturalist	Observations	139331845		Andrii Churilov	2022-10-19T14:32:19	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:53:00.603Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947516014	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139328972	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	Euonymus verrucosus		SPECIES	Euonymus verrucosus Scop.	Euonymus verrucosus		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.382171	30.506025	4.0						2022-10-19T14:57	19	10	2022	7723078	7723078	HUMAN_OBSERVATION	iNaturalist	Observations	139328972		Andrii Churilov	2022-10-19T13:59:06	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:45:43.620Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947508902	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/137766710	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Robinia	Robinia pseudoacacia		SPECIES	Robinia pseudoacacia L.	Robinia pseudoacacia		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.383062	30.504435	5.0						2022-10-06T12:02	6	10	2022	5352251	5352251	HUMAN_OBSERVATION	iNaturalist	Observations	137766710		Andrii Churilov	2022-10-06T17:21:53	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:48:09.752Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947508038	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139329318	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca	Phytolacca acinosa		SPECIES	Phytolacca acinosa Roxb.	Phytolacca acinosa		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.385126	30.507464	10.0						2022-10-19T15:14	19	10	2022	3084022	3084022	HUMAN_OBSERVATION	iNaturalist	Observations	139329318		Andrii Churilov	2022-10-19T14:03:00	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:46:22.080Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947505096	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331840	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.381244	30.51285	15.0						2022-10-19T16:11	19	10	2022	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	139331840		Andrii Churilov	2022-10-19T14:32:18	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T22:13:39.943Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947495051	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331002	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	Lamium galeobdolon		SPECIES	Lamium galeobdolon (L.) L.	Lamium galeobdolon		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.382425	30.510676	8.0						2022-10-19T15:49	19	10	2022	2927324	2927324	HUMAN_OBSERVATION	iNaturalist	Observations	139331002		Andrii Churilov	2022-10-19T14:24:03	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T22:06:00.422Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947485077	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139330372	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus robur		SPECIES	Quercus robur L.	Quercus robur		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.383899	30.509864	15.0						2022-10-19T15:34	19	10	2022	2878688	2878688	HUMAN_OBSERVATION	iNaturalist	Observations	139330372		Andrii Churilov	2022-10-19T14:16:57	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:53:10.273Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947435130	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139329838	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	Lamium galeobdolon		SPECIES	Lamium galeobdolon (L.) L.	Lamium galeobdolon		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.385129	30.50808	10.0						2022-10-19T15:17	19	10	2022	2927324	2927324	HUMAN_OBSERVATION	iNaturalist	Observations	139329838		Andrii Churilov	2022-10-19T14:10:29	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T20:34:09.342Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947428094	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139328971	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum	Asarum europaeum		SPECIES	Asarum europaeum L.	Asarum europaeum		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.382217	30.506121	4.0						2022-10-19T14:57	19	10	2022	7313595	7313595	HUMAN_OBSERVATION	iNaturalist	Observations	139328971		Andrii Churilov	2022-10-19T13:59:06	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:45:03.872Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947420012	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331844	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Radulaceae	Radula	Radula complanata		SPECIES	Radula complanata (L.) Dumort.	Radula complanata		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.380956	30.512769	8.0						2022-10-19T16:13	19	10	2022	5286325	5286325	HUMAN_OBSERVATION	iNaturalist	Observations	139331844		Andrii Churilov	2022-10-19T14:32:19	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:54:10.084Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3947413051	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/139331001	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys sylvatica		SPECIES	Stachys sylvatica L.	Stachys sylvatica		UA		Kiev City	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	50.382952	30.509981	8.0						2022-10-19T15:45	19	10	2022	2927282	2927282	HUMAN_OBSERVATION	iNaturalist	Observations	139331001		Andrii Churilov	2022-10-19T14:24:03	CC_BY_NC_4_0	Andrii Churilov	Andrii Churilov			2024-03-08T21:52:41.981Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
