# List of algae, fungi, and plant species included into the Red Data Book of Ukraine
# this tsv file assembled from GBIF checklist dataset, see citation
# Prylutskyi O, Marushchak O, Vasyliuk O (2023). List of algae, fungi, and plant species included into the Red Data Book of Ukraine. Version 1.1. Ukrainian Nature Conservation Group (NGO). Checklist dataset https://doi.org/10.15468/x2knyk accessed via GBIF.org on 2024-03-13. 
# ----------------------------------------------------------------------------------
vernacularName	scientificName	kingdom	phylum	class	genus	taxonRank	threatStatus
Едогоній косопоровий різновид донський	Oedogonium plagiostomum Wittr. ex Hirn var. tanaiticum Y.V. Roll	Plantae	Chlorophyta	Chlorophyceae	Oedogonium	species	рідкісний
Псевдопедіаструм Каврайського	Pseudopediastrum kawraiskyi (Schmidle) E.Hegewald	Plantae	Chlorophyta	Chlorophyceae	Pseudopediastrum	species	вразливий
Стигеоклоніум пучкуватий	Stigeoclonium fasciculare Kutz.	Plantae	Chlorophyta	Chlorophyceae	Stigeoclonium	species	вразливий
Егагропіла лінея	Aegagropila linnaei Kutz.	Plantae	Chlorophyta	Ulvophyceae	Aegagropila	species	рідкісний
Бріопсіс адріатичний	Bryopsis adriatica (J. Agardh) Frauenfeld	Plantae	Chlorophyta	Ulvophyceae	Bryopsis	species	вразливий
Хетоморфа Зернова	Chaetomorpha zernovii Wononich	Plantae	Chlorophyta	Ulvophyceae	Chaetomorpha	species	вразливий
Кладофора далматська	Cladophora dalmatica Kutzing	Plantae	Chlorophyta	Ulvophyceae	Cladophora	species	рідкісний
Кладофоропсис шкірястий	Cladophoropsis membranacea (Bang ex C.Agardh) Borgesen	Plantae	Chlorophyta	Ulvophyceae	Cladophoropsis	species	рідкісний
Кодіум черв'якуватий	Codium vermilara (Olivi) Delle Chiaje	Plantae	Chlorophyta	Ulvophyceae	Codium	species	рідкісний
Сифонокладус маленький	Siphonocladus pusillus (C.Agardh ex Kutz.) Hauck	Plantae	Chlorophyta	Ulvophyceae	Siphonocladus	species	рідкісний
Ульва азовська	Ulva maeotica (Proshk.-Lavr.) P.Tsarenko in Burova & Al.	Plantae	Chlorophyta	Ulvophyceae	Ulva	species	рідкісний
Гапломітрій Гукера	Haplomitrium hookeri (Sm.) Nees	Plantae	Marchantiophyta	Haplomitriopsida	Haplomitrium	species	зникаючий
Кололеженея Россета	Cololejeunea rossettiana (C.Massal.) Schiffn.	Plantae	Marchantiophyta	Jungermanniopsida	Cololejeunea	species	рідкісний
Фруланія Яка	Frullania jackii Gottsche	Plantae	Marchantiophyta	Jungermanniopsida	Frullania	species	рідкісний
Фускоцефалозиопсис білуватий	Fuscocephaloziopsis albescens (Hook.) Vana & L.Soderstr.	Plantae	Marchantiophyta	Jungermanniopsida	Fuscocephaloziopsis	species	рідкісний
Скапанія компактна	Scapania compacta (A.Roth) Dumort.	Plantae	Marchantiophyta	Jungermanniopsida	Scapania	species	рідкісний
Скапанія швейцарська	Scapania helvetica Gottsche	Plantae	Marchantiophyta	Jungermanniopsida	Scapania	species	рідкісний
Клевея Спатиза	Clevea spathysii (Lindenb.) Mull.Frib.	Plantae	Marchantiophyta	Marchantiopsida	Clevea	species	рідкісний
Таргіонія підлиста	Targionia hypophylla L.	Plantae	Marchantiophyta	Marchantiopsida	Targionia	species	рідкісний
Батрахоспермум зовнішньоплідний	Batrachospermum ectocarpum Sirodot	Plantae	Rhodophyta	Florideophyceae	Batrachospermum	species	вразливий
Батрахоспермум зроговілий	Batrachospermum keratophytum Bory emend. R.G. Sheath & Al.	Plantae	Rhodophyta	Florideophyceae	Batrachospermum	species	рідкісний
Калітамніон зернистий	Callithamnion granulatum (Ducl.) Agardh	Plantae	Rhodophyta	Florideophyceae	Callithamnion	species	вразливий
Дазія короткогострокінцева	Dasya apiculata (C. Agardh) J. Agardh	Plantae	Rhodophyta	Florideophyceae	Dasya	species	вразливий
Гельмінтора розчепірена	Helminthora divaricata (C. Agardh) J. Agardh	Plantae	Rhodophyta	Florideophyceae	Helminthora	species	вразливий
Лорансія чашоподібна	Laurencia coronopus J. Agardh	Plantae	Rhodophyta	Florideophyceae	Laurencia	species	рідкісний
Лептосифонія дрібнотипова	Leptosiphonia fibrillosa (Agardh) Savoie & G.W.Saunders	Plantae	Rhodophyta	Florideophyceae	Leptosiphonia	species	вразливий
Лофосифонія повзуча	Lophosiphonia reptabunda (Suhr.) Kylin	Plantae	Rhodophyta	Florideophyceae	Lophosiphonia	species	рідкісний
Немаліон глистоподібний	Nemalion helminthoides (Velley) Batters	Plantae	Rhodophyta	Florideophyceae	Nemalion	species	вразливий
Осмундея гібридна	Osmundea hybrida (DC.) K.W. Nam	Plantae	Rhodophyta	Florideophyceae	Osmundea	species	вразливий
Осмундея зрізана	Osmundea truncata (Kutz.) K.W. Nam & Maggs	Plantae	Rhodophyta	Florideophyceae	Osmundea	species	вразливий
Філофора псевдорогата	Phyllophora pseudoceranoides (S.G. Gmel.) Newroth & R. Taylor ex P.S. Dixon & L.M. Irvine	Plantae	Rhodophyta	Florideophyceae	Phyllophora	species	зникаючий
Родохортон пурпуровий	Rhodochorton purpureum (Lighth.) Rosenv.	Plantae	Rhodophyta	Florideophyceae	Rhodochorton	species	рідкісний
Торея найрозгалуженіша	Thorea ramosissima Bory	Plantae	Rhodophyta	Florideophyceae	Thorea	species	рідкісний
Ксіфосифонія пірчаста	Xiphosiphonia pennata (C.Agardh) Savoie & G.W.Saunders	Plantae	Rhodophyta	Florideophyceae	Xiphosiphonia	species	рідкісний
Хроодактилон прикрашений	Chroodactylon ornatum (C. Agardh) Basson	Plantae	Rhodophyta	Stylonematophyceae	Chroodactylon	species	рідкісний
Хроодактилон Волле	Chroodactylon wolleanum Hansg.	Plantae	Rhodophyta	Stylonematophyceae	Chroodactylon	species	рідкісний
Стілонема альсідії	Stylonema alsidii (Zanardini) K.M. Drew	Plantae	Rhodophyta	Stylonematophyceae	Stylonema	species	рідкісний
Плодоріжка рідкоквіткова	Anacamptis laxiflora (Lam.) R.M. Bateman, Pridgeon & M.W. Chase	Plantae	Tracheophyta	Liliopsida	Anacamptis	species	вразливий
Плодоріжка салепова	Anacamptis morio (L.) R.M. Bateman, Pridgeon & M.W. Chase	Plantae	Tracheophyta	Liliopsida	Anacamptis	species	вразливий
Плодоріжка болотна	Anacamptis palustris (Jacq.) R.M. Bateman, Pridgeon & M.W. Chase	Plantae	Tracheophyta	Liliopsida	Anacamptis	species	вразливий
Півники Брандзи	Iris brandzae Prodan	Plantae	Tracheophyta	Liliopsida	Iris	species	зникаючий
Півники рогаті	Iris furcata M.Bieb.	Plantae	Tracheophyta	Liliopsida	Iris	species	зникаючий
Півники борові	Iris pineticola Klokov	Plantae	Tracheophyta	Liliopsida	Iris	species	вразливий
Півники понтичні	Iris pontica Zapał.	Plantae	Tracheophyta	Liliopsida	Iris	species	вразливий
Півники несправжньосмикавцеві	Iris pseudocyperus Schur	Plantae	Tracheophyta	Liliopsida	Iris	species	рідкісний
Півники сибірські	Іris sibirica L.	Plantae	Tracheophyta	Liliopsida	Іris	species	вразливий
Зелениця альпійська	Diphasiastrum alpinum (L.) Holub	Plantae	Tracheophyta	Lycopodiopsida	Diphasiastrum	species	рідкісний
Зелениця сплюснута	Diphasiastrum complanatum (L.) Holub	Plantae	Tracheophyta	Lycopodiopsida	Diphasiastrum	species	рідкісний
Зелениця Ісслера	Diphasiastrum issleri (Rouy) Holub	Plantae	Tracheophyta	Lycopodiopsida	Diphasiastrum	species	вразливий
Зелениця триколоскова	Diphasiastrum tristachyum (Pursh) Holub	Plantae	Tracheophyta	Lycopodiopsida	Diphasiastrum	species	зникаючий
Зелениця Цайллера	Diphasiastrum zeilleri (Rouy) Holub	Plantae	Tracheophyta	Lycopodiopsida	Diphasiastrum	species	зникаючий
Баранець звичайний	Huperzia selago (L.) Bernh. ex Schrank & Mart.	Plantae	Tracheophyta	Lycopodiopsida	Huperzia	species	неоцінений
Молодильник озерний	Isoëtes lacustris L.	Plantae	Tracheophyta	Lycopodiopsida	Isoëtes	species	вразливий
Плаунець заплавний	Lycopodiella inundata (L.) Holub	Plantae	Tracheophyta	Lycopodiopsida	Lycopodiella	species	вразливий
Плаун річний	Lycopodium annotinum L.	Plantae	Tracheophyta	Lycopodiopsida	Lycopodium	species	неоцінений
Плаунок швейцарський	Selaginella helvetica (L.) Spring	Plantae	Tracheophyta	Lycopodiopsida	Selaginella	species	зниклий в природі
Плаунок плауноподібний	Selaginella selaginoides (L.) C.Mart.	Plantae	Tracheophyta	Lycopodiopsida	Selaginella	species	вразливий
Деревій голий	Achillea glaberrima Klokov	Plantae	Tracheophyta	Magnoliopsida	Achillea	species	рідкісний
Деревій язичковий	Achillea lingulata Waldst. & Kit.	Plantae	Tracheophyta	Magnoliopsida	Achillea	species	рідкісний
Деревій Шура	Achillea schurii Sch.Bip.	Plantae	Tracheophyta	Magnoliopsida	Achillea	species	рідкісний
Аконіт Бессера	Aconitum besserianum Andrz. ex Trautv.	Plantae	Tracheophyta	Magnoliopsida	Aconitum	species	вразливий
Аконіт Жакена	Aconitum jacquinii Rchb.	Plantae	Tracheophyta	Magnoliopsida	Aconitum	species	рідкісний
Аконіт опушеноплодий	Aconitum lasiocarpum (Rchb.) Gayer	Plantae	Tracheophyta	Magnoliopsida	Aconitum	species	вразливий
Аконіт несправжньо-протиотруйний	Aconitum pseudanthora Blocki ex Pacz.	Plantae	Tracheophyta	Magnoliopsida	Aconitum	species	рідкісний
Дзвінка кримська	Adenophora taurica (Sukacz.) Juz.	Plantae	Tracheophyta	Magnoliopsida	Adenophora	species	рідкісний
Горицвіт весняний	Adonis vernalis L.	Plantae	Tracheophyta	Magnoliopsida	Adonis	species	неоцінений
Горицвіт волзький	Adonis wolgensis Steven	Plantae	Tracheophyta	Magnoliopsida	Adonis	species	неоцінений
Мітлиця альпійська	Agrostis alpina Scop.	Plantae	Tracheophyta	Magnoliopsida	Agrostis	species	недостатньо відомий
Мітлиця скельна	Agrostis rupestris All.	Plantae	Tracheophyta	Magnoliopsida	Agrostis	species	зникаючий
Альдрованда пухирчаста	Aldrovanda vesiculosa L.	Plantae	Tracheophyta	Magnoliopsida	Aldrovanda	species	рідкісний
Цибуля білувата	Allium albidum Fisch. ex M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Allium	species	зникаючий
Цибуля лінійна	Allium lineare L.	Plantae	Tracheophyta	Magnoliopsida	Allium	species	вразливий
Цибуля коса	Allium obliquum L.	Plantae	Tracheophyta	Magnoliopsida	Allium	species	зникаючий
Цибуля перевдягнена	Allium pervestitum Klokov	Plantae	Tracheophyta	Magnoliopsida	Allium	species	зникаючий
Цибуля Регеля	Allium regelianum A.Becker ex Iljin	Plantae	Tracheophyta	Magnoliopsida	Allium	species	рідкісний
Цибуля савранська	Allium savranicum (Nyman) Oxner	Plantae	Tracheophyta	Magnoliopsida	Allium	species	вразливий
Цибуля cкіфська	Allium scythicum Zoz	Plantae	Tracheophyta	Magnoliopsida	Allium	species	вразливий
Цибуля Діоскорида	Allium siculum subsp. dioscoridis (Sm.) K.Richt.	Plantae	Tracheophyta	Magnoliopsida	Allium	subspecies	рідкісний
Цибуля круглонога	Allium sphaeropodum Klokov	Plantae	Tracheophyta	Magnoliopsida	Allium	species	вразливий
Цибуля пряма	Allium strictum Schrad.	Plantae	Tracheophyta	Magnoliopsida	Allium	species	рідкісний
Цибуля ведмежа (черемша)	Allium ursinum L.	Plantae	Tracheophyta	Magnoliopsida	Allium	species	неоцінений
Плодоріжка блощична	Anacamptis coriophora (L.) R.M. Bateman, Pridgeon & M.W. Chase	Plantae	Tracheophyta	Magnoliopsida	Anacamptis	species	вразливий
Плодоріжка запашна	Anacamptis fragrans (Pollini) R.M. Bateman	Plantae	Tracheophyta	Magnoliopsida	Anacamptis	species	вразливий
Плодоріжка розмальована	Anacamptis picta (Loisel.) R.M. Bateman	Plantae	Tracheophyta	Magnoliopsida	Anacamptis	species	вразливий
Плодоріжка пірамідальна	Anacamptis pyramidalis (L.) Rich.	Plantae	Tracheophyta	Magnoliopsida	Anacamptis	species	вразливий
Переломник Козо-Полянського	Androsace koso-poljanskii Ovcz.	Plantae	Tracheophyta	Magnoliopsida	Androsace	species	зникаючий
Вітеринка нарцисоквіткова	Anemonastrum narcissiflorum (L.) Holub	Plantae	Tracheophyta	Magnoliopsida	Anemonastrum	species	вразливий
Котячі лапки карпатські	Antennaria carpatica (Wahlenb.) Bluff & Fingerh.	Plantae	Tracheophyta	Magnoliopsida	Antennaria	species	зникаючий
Роман карпатський	Anthemis carpatica Willd.	Plantae	Tracheophyta	Magnoliopsida	Anthemis	species	зникаючий
Орлики чорніючі	Aquilegia nigricans Baumg.	Plantae	Tracheophyta	Magnoliopsida	Aquilegia	species	рідкісний
Суничник дрібноплодий	Arbutus andrachne L.	Plantae	Tracheophyta	Magnoliopsida	Arbutus	species	рідкісний
Армерія покутська	Armeria pocutica Pawl.	Plantae	Tracheophyta	Magnoliopsida	Armeria	species	зниклий
Хрін великоплідний	Armoracia macrocarpa (Waldst. & Kit.) Baumg.	Plantae	Tracheophyta	Magnoliopsida	Armoracia	species	зникаючий
Полин вірменський	Artemisia armeniaca Lam.	Plantae	Tracheophyta	Magnoliopsida	Artemisia	species	зникаючий
Полин Дзевановського	Artemisia dzevanovskii Leonova	Plantae	Tracheophyta	Magnoliopsida	Artemisia	species	неоцінений
Полин суцільнобілий	Artemisia hololeuca M.Bieb. ex Besser	Plantae	Tracheophyta	Magnoliopsida	Artemisia	species	неоцінений
Кліщинець білокрилий	Arum albispathum Steven ex Ledeb.	Plantae	Tracheophyta	Magnoliopsida	Arum	species	зникаючий
Кліщинець східний	Arum orientale M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Arum	species	рідкісний
Холодок Палласа	Asparagus pallasii Miscz.	Plantae	Tracheophyta	Magnoliopsida	Asparagus	species	вразливий
Золотень жовтий	Asphodeline lutea (L.) Rchb.	Plantae	Tracheophyta	Magnoliopsida	Asphodeline	species	неоцінений
Айстра альпійська	Aster alpinus L.	Plantae	Tracheophyta	Magnoliopsida	Aster	species	вразливий
Астрагал піщаний	Astragalus arenarius L.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	вразливий
Астрагал арнакантовий	Astragalus arnacantha M.Bieb.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	вразливий
Астрагал дніпровський	Astragalus borysthenicus Klokov	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал чашечковий	Astragalus calycinus M. Bieb	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал крейдолюбний	Astragalus cretophilus Klokov	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал шерстистоквітковий	Astragalus dasyanthus Pall.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	вразливий
Астрагал безстрілковий	Astragalus excapus L.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал сизий	Astragalus glaucus L.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	вразливий
Астрагал Геннінга	Astragalus henningii (Steven) Boriss.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал Крайни	Astragalus krajinae Domin	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	зникаючий
Астрагал монпелійський	Astragalus monspessulanus L.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	вразливий
Астрагал одеський	Astragalus odessanus Besser	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал понтійський	Astragalus ponticus Pall.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	вразливий
Астрагал зігнутий	Astragalus reduncus Pall.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	зникаючий
Астрагал сарептський	Astragalus sareptanus A.Beck.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал щетинистий	Astragalus setosulus Gontsch.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	зникаючий
Астрагал подібний	Astragalus similis Boriss.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал донський	Astragalus tanaiticus K.Koch	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал яйцеплідний	Astragalus testiculatus Pall.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	рідкісний
Астрагал Цингера	Astragalus zingeri Korsh.	Plantae	Tracheophyta	Magnoliopsida	Astragalus	species	зникаючий
Морківниця прибережна	Astrodaucus littoralis (M.Bieb.) Drude	Plantae	Tracheophyta	Magnoliopsida	Astrodaucus	species	вразливий
Смілка бузька	Atocion hypanicum (Klokov) Tzvelev	Plantae	Tracheophyta	Magnoliopsida	Atocion	species	вразливий
Кучерявка кущова	Atraphaxis frutescens (L.) K. Koch	Plantae	Tracheophyta	Magnoliopsida	Atraphaxis	species	зникаючий
Кучерявка відігнута	Atraphaxis replicata Lam.	Plantae	Tracheophyta	Magnoliopsida	Atraphaxis	species	рідкісний
Беладонна звичайна	Atropa belladonna L.	Plantae	Tracheophyta	Magnoliopsida	Atropa	species	вразливий
Водяний жовтець плаваючий	Batrachium fluitans (Lam.) Wimm.	Plantae	Tracheophyta	Magnoliopsida	Batrachium	species	вразливий
Зеленоплідниця фіолетова	Bellardiochloa violacea (Bell.) Chiov.	Plantae	Tracheophyta	Magnoliopsida	Bellardiochloa	species	рідкісний
Береза дніпровська	Betula borysthenica Klokov	Plantae	Tracheophyta	Magnoliopsida	Betula	species	рідкісний
Береза низька	Betula humilis Schrank	Plantae	Tracheophyta	Magnoliopsida	Betula	species	вразливий
Береза Клокова	Betula klokovii Zaverucha	Plantae	Tracheophyta	Magnoliopsida	Betula	species	зникаючий
Очки гладенькі	Biscutella laevigata L.	Plantae	Tracheophyta	Magnoliopsida	Biscutella	species	зникаючий
Блекстонія пронизанолиста	Blackstonia рerfoliata (L.) Huds	Plantae	Tracheophyta	Magnoliopsida	Blackstonia	species	зникаючий
Капуста кримська	Brassica taurica (Tzvelev) Tzvelev	Plantae	Tracheophyta	Magnoliopsida	Brassica	species	зникаючий
Ласкавець жовтецевий	Bupleurum ranunculoides L.	Plantae	Tracheophyta	Magnoliopsida	Bupleurum	species	зникаючий
Ласкавець тонкий	Bupleurum tenuissimum L.	Plantae	Tracheophyta	Magnoliopsida	Bupleurum	species	вразливий
Кальдезія білозоролиста	Caldesia parnassifolia (L.) Parl.	Plantae	Tracheophyta	Magnoliopsida	Caldesia	species	зникаючий
Рутовик коріандролистий	Callianthemum coriandrifolium Rchb.	Plantae	Tracheophyta	Magnoliopsida	Callianthemum	species	вразливий
Калофака волзька	Calophaca wolgarica (L.f.) DC.	Plantae	Tracheophyta	Magnoliopsida	Calophaca	species	вразливий
Плетуха сольданелова	Calystegia soldanella (L.) R.Br.	Plantae	Tracheophyta	Magnoliopsida	Calystegia	species	зникаючий
Дзвоники карпатські	Campanula carpatica Jacq.	Plantae	Tracheophyta	Magnoliopsida	Campanula	species	рідкісний
Дзвоники Кладни	Campanula kladniana (Schur) Vitasek	Plantae	Tracheophyta	Magnoliopsida	Campanula	species	рідкісний
Карагана скіфська	Caragana scythica (Kom.) Pojark.	Plantae	Tracheophyta	Magnoliopsida	Caragana	species	вразливий
Жеруха грецька	Cardamine graeca L.	Plantae	Tracheophyta	Magnoliopsida	Cardamine	species	вразливий
Жеруха ніжна	Cardamine tenera S.G. Gmel. ex C.A.Mey.	Plantae	Tracheophyta	Magnoliopsida	Cardamine	species	зникаючий
Будяк пагорбовий	Carduus collinus Waldst. & Kit.	Plantae	Tracheophyta	Magnoliopsida	Carduus	species	зникаючий
Будяк сизий	Carduus glaucinus Holub	Plantae	Tracheophyta	Magnoliopsida	Carduus	species	зникаючий
Осока біла	Carex alba Scop.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока двоколірна	Carex bicolor All.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока богемська	Carex bohemica Schreb.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	вразливий
Осока буріюча	Carex brunnescens (Pers.) Poiret	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока Буксбаума	Carex buxbaumii Wahlenb.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	вразливий
Осока тонкокореневищна	Carex chordorhiza Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	вразливий
Осока Девелла	Carex davalliana Smith	Plantae	Tracheophyta	Magnoliopsida	Carex	species	вразливий
Осока збіднена	Carex depauperata Curt. ex With.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	рідкісний
Осока дводомна	Carex dioica L.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	вразливий
Осока темно-бура	Carex fuliginosa Schkuhr	Plantae	Tracheophyta	Magnoliopsida	Carex	species	рідкісний
Осока кулястоподібна	Carex globularis L.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока торфова	Carex heleonastes Ehrh.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока Хоста	Carex hostiana DC.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	вразливий
Осока Лахеналя	Carex lachenalii Schkuhr	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока блискуча	Carex liparocarpos Gaud.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока пажитницеподібна	Carex loliacea L.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока притуплена	Carex obtusata Liljebl.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	рідкісний
Осока малоквіткова	Carex pauciflora Lightf.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	вразливий
Осока лапкоподібна	Carex pediformis C.A. Mey.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	рідкісний
Осока скельна	Carex rupestris All.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	рідкісний
Осока житня	Carex secalina Willd. ex Wahlenb.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	вразливий
Осока щетиниста	Carex strigosa Huds.	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Осока піхвова	Carex vaginata Tausch	Plantae	Tracheophyta	Magnoliopsida	Carex	species	зникаючий
Відкасник осотоподібний	Carlina cirsioides Klokov	Plantae	Tracheophyta	Magnoliopsida	Carlina	species	вразливий
Відкасник татарниколистий	Carlina onopordifolia Besser ex Szafer, Kulcz. & Pawł.	Plantae	Tracheophyta	Magnoliopsida	Carlina	species	вразливий
Волошка великопридаткова	Centaurea appendicata Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	зникаючий
Волошка короткоголова	Centaurea breviceps Iljin	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	вразливий
Волошка козяча	Centaurea caprina Steven	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	неоцінений
Волошка Компера	Centaurea comperiana Steven	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	вразливий
Волошка донецька	Centaurea donetzica Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	вразливий
Волошка Конки	Centaurea konkae Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	зникаючий
Волошка білоперлинна	Centaurea margarita-alba Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	зникаючий
Волошка перлиста	Centaurea margaritacea Ten.	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	зникаючий
Волошка Пачоського	Centaurea paczoskii Kotov ex Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	зникаючий
Волошка первинногерберова	Centaurea protogerberi Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	зникаючий
Волошка первинноперлинна	Centaurea protomargaritacea Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	зникаючий
Волошка несправжньо-блідолускова	Centaurea pseudoleucolepis Kleopow	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	рідкісний
Волошка верболиста	Centaurea salicifolia M. Bieb.	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	зникаючий
Волошка Сарандінакі	Centaurea sarandinakiae Illar.	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	вразливий
Волошка напівзаконна	Centaurea semijusta Juz.	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	недостатньо відомий
Волошка Cтевена	Centaurea steveniana Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	неоцінений
Волошка Ванькова	Centaurea vankovii Klokov	Plantae	Tracheophyta	Magnoliopsida	Centaurea	species	неоцінений
Остіжник валеріаноподібний	Centranthus calcitrapa (L.) Dufr.	Plantae	Tracheophyta	Magnoliopsida	Centranthus	species	зникаючий
Булатка великоквіткова	Cephalanthera damasonium (Mill.) Druce	Plantae	Tracheophyta	Magnoliopsida	Cephalanthera	species	рідкісний
Булатка довголиста	Cephalanthera longifolia (L.) Fritsch.	Plantae	Tracheophyta	Magnoliopsida	Cephalanthera	species	рідкісний
Булатка червона	Cephalanthera rubra (L.) Rich.	Plantae	Tracheophyta	Magnoliopsida	Cephalanthera	species	рідкісний
Головачка Дмитра	Cephalaria demetrii Bobrov	Plantae	Tracheophyta	Magnoliopsida	Cephalaria	species	зникаючий
Головачка Литвинова	Cephalaria litvinovii Bobrov	Plantae	Tracheophyta	Magnoliopsida	Cephalaria	species	зникаючий
Роговик Біберштейна	Cerastium biebersteinii DC.	Plantae	Tracheophyta	Magnoliopsida	Cerastium	species	неоцінений
Вишня Клокова	Cerasus klokovii Sobko	Plantae	Tracheophyta	Magnoliopsida	Cerasus	species	вразливий
Зіновать біла	Chamaecytisus albus (Hacq.) Rothm.	Plantae	Tracheophyta	Magnoliopsida	Chamaecytisus	species	вразливий
Зіновать Блоцького	Chamaecytisus blockianus (Pawl.) Klask.	Plantae	Tracheophyta	Magnoliopsida	Chamaecytisus	species	рідкісний
Зіновать гранітна	Chamaecytisus graniticus (Rehmann) Rothm.	Plantae	Tracheophyta	Magnoliopsida	Chamaecytisus	species	вразливий
Зіновать Пачоського	Chamaecytisus paczoskii (V.Krecz.) Klask.	Plantae	Tracheophyta	Magnoliopsida	Chamaecytisus	species	рідкісний
Зіновать подільська	Chamaecytisus podolicus (Błocki) Klask.	Plantae	Tracheophyta	Magnoliopsida	Chamaecytisus	species	вразливий
Зіновать Рошеля	Chamaecytisus rochelii (Wierzb.) Rothm.	Plantae	Tracheophyta	Magnoliopsida	Chamaecytisus	species	рідкісний
Зіновать Вульфа	Chamaecytisus wulffii (V.Krecz.) Klask.	Plantae	Tracheophyta	Magnoliopsida	Chamaecytisus	species	вразливий
Хамедафна чашкова	Chamaedaphne calyculata (L.) Moench	Plantae	Tracheophyta	Magnoliopsida	Chamaedaphne	species	вразливий
Золотобородник цикадовий	Chrysopogon gryllus (L.) Trin.	Plantae	Tracheophyta	Magnoliopsida	Chrysopogon	species	вразливий
Осот різнолистий	Cirsium heterophylum (L.) Hill.	Plantae	Tracheophyta	Magnoliopsida	Cirsium	species	недостатньо відомий
Чист кримський	Cistus tauricus J.Presl & C.Presl	Plantae	Tracheophyta	Magnoliopsida	Cistus	species	неоцінений
Меч-трава болотна	Cladium mariscus (L.) Pohl	Plantae	Tracheophyta	Magnoliopsida	Cladium	species	вразливий
Клеома птахоніжкоподібна	Cleome ornithopodioides L.	Plantae	Tracheophyta	Magnoliopsida	Cleome	species	зникаючий
Пахучка чебрецелиста	Clinopodium serpyllifolium (M. Bieb.) Kuntze	Plantae	Tracheophyta	Magnoliopsida	Clinopodium	species	рідкісний
